,Salary,Gender
308,120000.0,Female
309,170000.0,Male
310,35000.0,Female
311,100000.0,Male
312,150000.0,Female
313,60000.0,Male
314,85000.0,Female
315,130000.0,Male
316,80000.0,Female
317,95000.0,Male
318,40000.0,Female
319,120000.0,Male
320,160000.0,Female
321,65000.0,Male
322,130000.0,Female
323,180000.0,Male
324,40000.0,Female
325,100000.0,Male
326,150000.0,Female
327,55000.0,Male
328,110000.0,Female
329,180000.0,Male
330,50000.0,Female
331,130000.0,Male
332,160000.0,Female
333,60000.0,Male
334,95000.0,Female
335,170000.0,Male
336,40000.0,Female
337,90000.0,Male
338,150000.0,Female
339,70000.0,Male
340,90000.0,Female
341,170000.0,Male
342,50000.0,Female
343,150000.0,Male
344,160000.0,Female
345,60000.0,Male
346,85000.0,Female
347,180000.0,Male
348,35000.0,Female
349,110000.0,Male
350,160000.0,Female
351,55000.0,Male
352,110000.0,Female
353,180000.0,Male
354,50000.0,Female
355,130000.0,Male
356,160000.0,Female
357,60000.0,Male
358,95000.0,Female
359,170000.0,Male
360,40000.0,Female
361,90000.0,Male
362,150000.0,Female
363,70000.0,Male
364,90000.0,Female
365,170000.0,Male
366,50000.0,Female
367,150000.0,Male
368,160000.0,Female
369,60000.0,Male
370,85000.0,Female
371,170000.0,Male
372,40000.0,Female
373,90000.0,Male
374,150000.0,Female
375,160000.0,Male
376,125000.0,Female
377,120000.0,Male
378,110000.0,Female
379,180000.0,Male
380,140000.0,Female
381,170000.0,Male
382,100000.0,Female
383,190000.0,Male
384,155000.0,Female
385,130000.0,Male
386,145000.0,Female
387,115000.0,Male
388,140000.0,Female
389,185000.0,Male
390,100000.0,Female
391,190000.0,Male
392,155000.0,Female
393,130000.0,Male
394,145000.0,Female
395,125000.0,Male
396,120000.0,Female
397,110000.0,Male
398,180000.0,Female
399,140000.0,Male
400,170000.0,Male
401,100000.0,Female
402,190000.0,Male
403,155000.0,Female
404,130000.0,Male
405,145000.0,Female
406,115000.0,Male
407,140000.0,Female
408,185000.0,Male
409,100000.0,Female
410,190000.0,Male
411,155000.0,Female
412,130000.0,Male
413,145000.0,Female
414,125000.0,Male
415,120000.0,Female
416,110000.0,Male
417,180000.0,Female
418,140000.0,Male
419,170000.0,Male
420,100000.0,Female
421,190000.0,Male
422,155000.0,Female
423,130000.0,Male
424,145000.0,Female
425,115000.0,Male
426,140000.0,Female
427,185000.0,Male
428,100000.0,Female
429,190000.0,Male
430,155000.0,Female
431,130000.0,Male
432,145000.0,Female
433,125000.0,Male
434,120000.0,Female
435,110000.0,Male
436,180000.0,Female
437,140000.0,Male
438,170000.0,Male
439,100000.0,Female
440,190000.0,Male
441,155000.0,Female
442,130000.0,Male
443,145000.0,Female
444,115000.0,Male
445,140000.0,Female
446,185000.0,Male
447,100000.0,Female
448,190000.0,Male
449,155000.0,Female
450,130000.0,Male
451,145000.0,Female
452,115000.0,Male
453,140000.0,Female
454,185000.0,Male
455,100000.0,Female
456,190000.0,Male
457,155000.0,Female
458,130000.0,Male
459,145000.0,Female
460,125000.0,Male
461,120000.0,Female
462,110000.0,Male
463,180000.0,Female
464,140000.0,Male
465,170000.0,Male
466,100000.0,Female
467,190000.0,Male
468,155000.0,Female
469,130000.0,Male
470,145000.0,Female
471,115000.0,Male
472,140000.0,Female
473,185000.0,Male
474,100000.0,Female
475,190000.0,Male
476,155000.0,Female
477,130000.0,Male
478,145000.0,Female
479,115000.0,Male
480,140000.0,Female
481,185000.0,Male
482,100000.0,Female
483,190000.0,Male
484,155000.0,Female
485,130000.0,Male
486,145000.0,Female
487,115000.0,Male
488,140000.0,Female
489,185000.0,Male
490,100000.0,Female
491,190000.0,Male
492,155000.0,Female
493,130000.0,Male
494,145000.0,Female
495,115000.0,Male
496,140000.0,Female
497,185000.0,Male
498,100000.0,Female
499,190000.0,Male
500,155000.0,Female
501,130000.0,Male
502,145000.0,Female
503,115000.0,Male
504,140000.0,Female
505,185000.0,Male
506,130000.0,Male
507,180000.0,Female
508,190000.0,Male
509,150000.0,Female
510,90000.0,Male
511,195000.0,Female
512,160000.0,Male
513,198000.0,Female
514,110000.0,Male
515,185000.0,Female
516,140000.0,Male
517,196000.0,Female
518,95000.0,Male
519,193000.0,Female
520,175000.0,Male
521,160000.0,Female
522,130000.0,Male
523,180000.0,Female
524,160000.0,Male
525,198000.0,Female
526,90000.0,Male
527,185000.0,Female
528,140000.0,Male
529,196000.0,Female
530,110000.0,Male
531,180000.0,Female
532,190000.0,Male
533,150000.0,Female
534,195000.0,Male
535,160000.0,Female
536,198000.0,Male
537,130000.0,Female
538,185000.0,Male
539,140000.0,Female
540,196000.0,Male
541,110000.0,Female
542,190000.0,Male
543,180000.0,Female
544,160000.0,Male
545,198000.0,Female
546,90000.0,Male
547,195000.0,Female
548,160000.0,Male
549,150000.0,Female
550,130000.0,Male
551,180000.0,Female
552,190000.0,Male
553,198000.0,Female
554,110000.0,Male
555,185000.0,Female
556,140000.0,Male
557,196000.0,Female
558,195000.0,Male
559,160000.0,Female
560,130000.0,Male
561,180000.0,Female
562,190000.0,Male
563,198000.0,Female
564,90000.0,Male
565,140000.0,Male
566,110000.0,Female
567,185000.0,Female
568,195000.0,Male
569,160000.0,Female
570,130000.0,Male
571,180000.0,Female
572,190000.0,Male
573,198000.0,Female
574,90000.0,Male
575,140000.0,Male
576,110000.0,Female
577,185000.0,Female
578,195000.0,Male
579,160000.0,Female
580,130000.0,Male
581,180000.0,Female
582,190000.0,Male
583,198000.0,Female
584,90000.0,Male
585,140000.0,Male
586,110000.0,Female
587,185000.0,Female
588,195000.0,Male
589,160000.0,Female
590,130000.0,Male
591,180000.0,Female
592,190000.0,Male
593,198000.0,Female
594,90000.0,Male
595,140000.0,Male
596,125000.0,Male
597,175000.0,Female
598,190000.0,Male
599,150000.0,Female
600,95000.0,Male
601,195000.0,Male
602,160000.0,Male
603,198000.0,Female
604,130000.0,Male
605,185000.0,Female
606,140000.0,Male
607,196000.0,Female
608,90000.0,Male
609,193000.0,Female
610,170000.0,Male
611,160000.0,Female
612,135000.0,Male
613,180000.0,Female
614,160000.0,Male
615,198000.0,Female
616,90000.0,Male
617,185000.0,Female
618,140000.0,Male
619,196000.0,Female
620,115000.0,Male
621,180000.0,Female
622,190000.0,Male
623,150000.0,Female
624,195000.0,Male
625,160000.0,Female
626,198000.0,Male
627,130000.0,Female
628,185000.0,Male
629,140000.0,Female
630,196000.0,Male
631,110000.0,Female
632,190000.0,Male
633,180000.0,Female
634,160000.0,Male
635,198000.0,Female
636,90000.0,Male
637,195000.0,Female
638,160000.0,Male
639,150000.0,Female
640,130000.0,Male
641,180000.0,Female
642,190000.0,Male
643,198000.0,Female
644,110000.0,Male
645,185000.0,Female
646,140000.0,Male
647,196000.0,Female
648,195000.0,Male
649,160000.0,Female
650,130000.0,Male
651,180000.0,Female
652,190000.0,Male
653,198000.0,Female
654,90000.0,Male
655,140000.0,Male
656,110000.0,Female
657,185000.0,Female
658,195000.0,Male
659,160000.0,Female
660,130000.0,Male
661,180000.0,Female
662,190000.0,Male
663,198000.0,Female
664,90000.0,Male
665,140000.0,Male
666,110000.0,Female
667,185000.0,Female
668,195000.0,Male
669,160000.0,Female
670,130000.0,Male
671,180000.0,Female
672,190000.0,Male
673,198000.0,Female
674,90000.0,Male
675,140000.0,Male
676,90000.0,Male
677,150000.0,Female
678,190000.0,Male
679,125000.0,Female
680,110000.0,Male
681,180000.0,Male
682,160000.0,Male
683,195000.0,Female
684,130000.0,Male
685,170000.0,Female
686,140000.0,Male
687,196000.0,Female
688,92000.0,Male
689,195000.0,Female
690,170000.0,Male
691,160000.0,Female
692,135000.0,Male
693,180000.0,Female
694,165000.0,Male
695,198000.0,Female
696,95000.0,Male
697,185000.0,Female
698,140000.0,Male
699,196000.0,Female
700,115000.0,Male
701,180000.0,Female
702,190000.0,Male
703,150000.0,Female
704,195000.0,Male
705,160000.0,Female
706,198000.0,Male
707,130000.0,Female
708,185000.0,Male
709,140000.0,Female
710,196000.0,Male
711,110000.0,Female
712,190000.0,Male
713,180000.0,Female
714,160000.0,Male
715,198000.0,Female
716,90000.0,Male
717,195000.0,Female
718,160000.0,Male
719,150000.0,Female
720,130000.0,Male
721,180000.0,Female
722,190000.0,Male
723,198000.0,Female
724,110000.0,Male
725,185000.0,Female
726,140000.0,Male
727,196000.0,Female
728,195000.0,Male
729,160000.0,Female
730,130000.0,Male
731,180000.0,Female
732,190000.0,Male
733,198000.0,Female
734,90000.0,Male
735,140000.0,Male
736,110000.0,Female
737,185000.0,Female
738,195000.0,Male
739,160000.0,Female
740,130000.0,Male
741,180000.0,Female
742,190000.0,Male
743,198000.0,Female
744,90000.0,Male
745,140000.0,Male
746,110000.0,Female
747,185000.0,Female
748,195000.0,Male
749,160000.0,Female
750,130000.0,Male
751,180000.0,Female
752,190000.0,Male
753,198000.0,Female
754,90000.0,Male
755,140000.0,Male
756,110000.0,Female
757,185000.0,Female
758,195000.0,Male
759,160000.0,Female
760,130000.0,Male
761,180000.0,Female
762,190000.0,Male
763,198000.0,Female
764,90000.0,Male
765,140000.0,Male
766,110000.0,Female
767,185000.0,Female
768,195000.0,Male
769,160000.0,Female
770,130000.0,Male
771,180000.0,Female
772,190000.0,Male
773,198000.0,Female
774,90000.0,Male
775,140000.0,Male
776,110000.0,Female
777,185000.0,Female
778,195000.0,Male
779,160000.0,Female
780,130000.0,Male
781,180000.0,Female
782,190000.0,Male
783,198000.0,Female
784,90000.0,Male
785,140000.0,Male
786,110000.0,Female
787,185000.0,Female
788,195000.0,Male
789,160000.0,Female
790,130000.0,Male
791,180000.0,Female
792,190000.0,Male
793,198000.0,Female
794,90000.0,Male
795,140000.0,Male
796,110000.0,Female
797,185000.0,Female
798,195000.0,Male
799,160000.0,Female
800,130000.0,Male
801,180000.0,Female
802,190000.0,Male
803,198000.0,Female
804,90000.0,Male
805,140000.0,Male
806,110000.0,Female
807,185000.0,Female
808,195000.0,Male
809,160000.0,Female
810,135000.0,Male
811,190000.0,Male
812,180000.0,Female
813,160000.0,Male
814,95000.0,Male
815,196000.0,Female
816,140000.0,Male
817,130000.0,Male
818,185000.0,Female
819,195000.0,Male
820,160000.0,Female
821,130000.0,Female
822,185000.0,Male
823,150000.0,Female
824,90000.0,Male
825,198000.0,Male
826,115000.0,Male
827,165000.0,Male
828,130000.0,Male
829,180000.0,Female
830,190000.0,Male
831,198000.0,Female
832,140000.0,Male
833,180000.0,Female
834,160000.0,Male
835,92000.0,Male
836,160000.0,Female
837,130000.0,Male
838,190000.0,Male
839,198000.0,Female
840,110000.0,Male
841,185000.0,Female
842,140000.0,Male
843,196000.0,Female
844,195000.0,Male
845,160000.0,Female
846,130000.0,Male
847,180000.0,Female
848,190000.0,Male
849,198000.0,Female
850,90000.0,Male
851,140000.0,Male
852,110000.0,Female
853,185000.0,Female
854,195000.0,Male
855,160000.0,Female
856,130000.0,Male
857,180000.0,Female
858,190000.0,Male
859,198000.0,Female
860,90000.0,Male
861,140000.0,Male
862,110000.0,Female
863,185000.0,Female
864,195000.0,Male
865,160000.0,Female
866,130000.0,Male
867,180000.0,Female
868,190000.0,Male
869,198000.0,Female
870,90000.0,Male
871,140000.0,Male
872,110000.0,Female
873,185000.0,Female
874,195000.0,Male
875,160000.0,Female
876,130000.0,Male
877,180000.0,Female
878,190000.0,Male
879,198000.0,Female
880,90000.0,Male
881,140000.0,Male
882,110000.0,Female
883,185000.0,Female
884,195000.0,Male
885,160000.0,Female
886,130000.0,Male
887,180000.0,Female
888,190000.0,Male
889,198000.0,Female
890,90000.0,Male
891,140000.0,Male
892,110000.0,Female
893,185000.0,Female
894,195000.0,Male
895,160000.0,Female
896,130000.0,Male
897,180000.0,Female
898,190000.0,Male
899,198000.0,Female
900,90000.0,Male
901,140000.0,Male
902,110000.0,Female
903,185000.0,Female
904,195000.0,Male
905,160000.0,Female
906,130000.0,Male
907,180000.0,Female
908,190000.0,Male
909,198000.0,Female
910,90000.0,Male
911,140000.0,Male
912,110000.0,Female
913,185000.0,Female
914,195000.0,Male
915,160000.0,Female
916,130000.0,Male
917,180000.0,Female
918,190000.0,Male
919,198000.0,Female
920,90000.0,Male
921,140000.0,Male
922,110000.0,Female
923,185000.0,Female
924,195000.0,Male
925,160000.0,Female
926,130000.0,Male
927,180000.0,Female
928,190000.0,Male
929,198000.0,Female
930,90000.0,Male
931,140000.0,Male
932,110000.0,Female
933,185000.0,Female
934,195000.0,Male
935,160000.0,Female
936,130000.0,Male
937,180000.0,Female
938,190000.0,Male
939,198000.0,Female
940,90000.0,Male
941,140000.0,Male
942,110000.0,Female
943,185000.0,Female
944,135000.0,Male
945,180000.0,Female
946,195000.0,Male
947,165000.0,Female
948,198000.0,Male
949,150000.0,Female
950,162000.0,Male
951,175000.0,Male
952,197000.0,Female
953,142000.0,Male
954,182000.0,Female
955,185000.0,Male
956,170000.0,Female
957,160000.0,Male
958,180000.0,Male
959,150000.0,Female
960,140000.0,Male
961,100000.0,Male
962,190000.0,Female
963,160000.0,Male
964,120000.0,Male
965,170000.0,Female
966,190000.0,Male
967,150000.0,Female
968,120000.0,Female
969,170000.0,Male
970,130000.0,Female
971,95000.0,Male
972,195000.0,Male
973,100000.0,Male
974,150000.0,Male
975,120000.0,Male
976,150000.0,Female
977,180000.0,Male
978,195000.0,Female
979,160000.0,Male
980,170000.0,Female
981,140000.0,Male
982,95000.0,Male
983,150000.0,Female
984,120000.0,Male
985,180000.0,Male
986,195000.0,Female
987,100000.0,Male
988,170000.0,Female
989,160000.0,Male
990,190000.0,Female
991,190000.0,Male
992,150000.0,Female
993,120000.0,Male
994,150000.0,Female
995,180000.0,Male
996,195000.0,Female
997,95000.0,Male
998,160000.0,Male
999,100000.0,Female
1000,170000.0,Female
1001,190000.0,Male
1002,150000.0,Female
1003,120000.0,Male
1004,150000.0,Female
1005,180000.0,Male
1006,195000.0,Female
1007,95000.0,Male
1008,160000.0,Male
1009,100000.0,Female
1010,170000.0,Female
1011,190000.0,Male
1012,150000.0,Female
1013,120000.0,Male
1014,150000.0,Female
1015,180000.0,Male
1016,195000.0,Female
1017,95000.0,Male
1018,160000.0,Male
1019,100000.0,Female
1020,170000.0,Female
1021,190000.0,Male
1022,150000.0,Female
1023,120000.0,Male
1024,150000.0,Female
1025,180000.0,Male
1026,195000.0,Female
1027,95000.0,Male
1028,160000.0,Male
1029,100000.0,Female
1030,170000.0,Female
1031,190000.0,Male
1032,150000.0,Female
1033,120000.0,Male
1034,150000.0,Female
1035,180000.0,Male
1036,195000.0,Female
1037,95000.0,Male
1038,160000.0,Male
1039,100000.0,Female
1040,170000.0,Female
1041,190000.0,Male
1042,150000.0,Female
1043,120000.0,Male
1044,150000.0,Female
1045,180000.0,Male
1046,195000.0,Female
1047,95000.0,Male
1048,160000.0,Male
1049,100000.0,Female
1050,170000.0,Female
1051,190000.0,Male
1052,150000.0,Female
1053,120000.0,Male
1054,150000.0,Female
1055,180000.0,Male
1056,195000.0,Female
1057,95000.0,Male
1058,160000.0,Male
1059,100000.0,Female
1060,170000.0,Female
1061,190000.0,Male
1062,150000.0,Female
1063,120000.0,Male
1064,150000.0,Female
1065,180000.0,Male
1066,195000.0,Female
1067,95000.0,Male
1068,160000.0,Male
1069,100000.0,Female
1070,170000.0,Female
1071,190000.0,Male
1072,150000.0,Female
1073,120000.0,Male
1074,150000.0,Female
1075,180000.0,Male
1076,195000.0,Female
1077,95000.0,Male
1078,160000.0,Male
1079,100000.0,Female
1080,170000.0,Female
1081,190000.0,Male
1082,150000.0,Female
1083,120000.0,Male
1084,150000.0,Female
1085,180000.0,Male
1086,195000.0,Female
1087,95000.0,Male
1088,160000.0,Male
1089,100000.0,Female
1090,170000.0,Female
1091,180000.0,Male
1092,120000.0,Female
1093,195000.0,Male
1094,160000.0,Male
1095,100000.0,Female
1096,190000.0,Male
1097,170000.0,Male
1098,185000.0,Female
1099,130000.0,Male
1100,190000.0,Female
1101,150000.0,Male
1102,150000.0,Female
1103,195000.0,Male
1104,110000.0,Male
1105,180000.0,Female
1106,185000.0,Male
1107,130000.0,Female
1108,190000.0,Male
1109,155000.0,Female
1110,195000.0,Male
1111,90000.0,Female
1112,185000.0,Male
1113,120000.0,Female
1114,180000.0,Male
1115,100000.0,Female
1116,195000.0,Male
1117,160000.0,Male
1118,125000.0,Female
1119,170000.0,Male
1120,185000.0,Female
1121,130000.0,Male
1122,190000.0,Female
1123,150000.0,Male
1124,150000.0,Female
1125,195000.0,Male
1126,110000.0,Male
1127,180000.0,Female
1128,185000.0,Male
1129,130000.0,Female
1130,190000.0,Male
1131,155000.0,Female
1132,195000.0,Male
1133,90000.0,Female
1134,185000.0,Male
1135,120000.0,Female
1136,180000.0,Male
1137,100000.0,Female
1138,195000.0,Male
1139,160000.0,Male
1140,125000.0,Female
1141,170000.0,Male
1142,185000.0,Female
1143,130000.0,Male
1144,190000.0,Female
1145,150000.0,Male
1146,150000.0,Female
1147,195000.0,Male
1148,110000.0,Male
1149,180000.0,Female
1150,185000.0,Male
1151,130000.0,Female
1152,190000.0,Male
1153,155000.0,Female
1154,195000.0,Male
1155,90000.0,Female
1156,185000.0,Male
1157,120000.0,Female
1158,180000.0,Male
1159,100000.0,Female
1160,195000.0,Male
1161,160000.0,Male
1162,125000.0,Female
1163,170000.0,Male
1164,185000.0,Female
1165,130000.0,Male
1166,190000.0,Female
1167,150000.0,Male
1168,150000.0,Female
1169,195000.0,Male
1170,110000.0,Male
1171,180000.0,Female
1172,185000.0,Male
1173,130000.0,Female
1174,190000.0,Male
1175,155000.0,Female
1176,195000.0,Male
1177,90000.0,Female
1178,185000.0,Male
1179,120000.0,Female
1180,180000.0,Male
1181,100000.0,Female
1182,195000.0,Male
1183,160000.0,Male
1184,125000.0,Female
1185,170000.0,Male
1186,185000.0,Female
1187,130000.0,Male
1188,190000.0,Female
1189,150000.0,Male
1190,150000.0,Female
1191,195000.0,Male
1192,110000.0,Male
1193,180000.0,Female
1194,185000.0,Male
1195,130000.0,Female
1196,190000.0,Male
1197,155000.0,Female
1198,195000.0,Male
1199,90000.0,Female
1200,185000.0,Male
1201,175000.0,Male
1202,190000.0,Male
1203,110000.0,Female
1204,195000.0,Male
1205,100000.0,Female
1206,60000.0,Male
1207,155000.0,Male
1208,175000.0,Female
1209,180000.0,Female
1210,95000.0,Male
1211,200000.0,Male
1212,165000.0,Male
1213,145000.0,Male
1214,195000.0,Male
1215,75000.0,Female
1216,90000.0,Female
1217,155000.0,Female
1218,115000.0,Male
1219,170000.0,Female
1220,190000.0,Female
1221,115000.0,Male
1222,180000.0,Male
1223,195000.0,Male
1224,140000.0,Male
1225,200000.0,Male
1226,70000.0,Female
1227,170000.0,Female
1228,185000.0,Female
1229,140000.0,Female
1230,185000.0,Male
1231,185000.0,Male
1232,180000.0,Male
1233,175000.0,Male
1234,70000.0,Male
1235,60000.0,Female
1236,200000.0,Male
1237,170000.0,Male
1238,165000.0,Female
1239,55000.0,Male
1240,190000.0,Male
1241,90000.0,Female
1242,105000.0,Female
1243,130000.0,Male
1244,185000.0,Female
1245,60000.0,Female
1246,195000.0,Male
1247,60000.0,Male
1248,150000.0,Male
1249,180000.0,Female
1250,170000.0,Female
1251,125000.0,Male
1252,185000.0,Male
1253,90000.0,Male
1254,80000.0,Male
1255,85000.0,Female
1256,190000.0,Male
1257,160000.0,Female
1258,200000.0,Male
1259,195000.0,Male
1260,195000.0,Male
1261,190000.0,Female
1262,95000.0,Female
1263,55000.0,Male
1264,185000.0,Male
1265,120000.0,Female
1266,195000.0,Male
1267,175000.0,Male
1268,75000.0,Female
1269,200000.0,Male
1270,160000.0,Female
1271,175000.0,Male
1272,70000.0,Male
1273,180000.0,Male
1274,60000.0,Female
1275,190000.0,Male
1276,120000.0,Male
1277,200000.0,Male
1278,185000.0,Male
1279,190000.0,Female
1280,195000.0,Male
1281,170000.0,Female
1282,55000.0,Male
1283,130000.0,Male
1284,180000.0,Male
1285,185000.0,Male
1286,55000.0,Male
1287,145000.0,Male
1288,170000.0,Female
1289,195000.0,Male
1290,155000.0,Female
1291,125000.0,Male
1292,180000.0,Female
1293,95000.0,Male
1294,170000.0,Female
1295,100000.0,Female
1296,175000.0,Male
1297,80000.0,Male
1298,195000.0,Male
1299,155000.0,Male
1300,125000.0,Male
1301,110000.0,Female
1302,130000.0,Female
1303,190000.0,Male
1304,200000.0,Male
1305,200000.0,Male
1306,150000.0,Male
1307,140000.0,Male
1308,195000.0,Female
1309,195000.0,Male
1310,55000.0,Female
1311,185000.0,Male
1312,120000.0,Female
1313,190000.0,Female
1314,130000.0,Female
1315,190000.0,Female
1316,130000.0,Male
1317,140000.0,Male
1318,70000.0,Male
1319,170000.0,Male
1320,190000.0,Male
1321,80000.0,Male
1322,180000.0,Male
1323,70000.0,Female
1324,185000.0,Male
1325,55000.0,Female
1326,140000.0,Female
1327,170000.0,Female
1328,130000.0,Male
1329,180000.0,Male
1330,95000.0,Male
1331,70000.0,Female
1332,165000.0,Male
1333,185000.0,Male
1334,140000.0,Male
1335,60000.0,Male
1336,80000.0,Female
1337,150000.0,Male
1338,185000.0,Female
1339,70000.0,Male
1340,90000.0,Female
1341,170000.0,Male
1342,170000.0,Male
1343,190000.0,Male
1344,70000.0,Female
1345,185000.0,Male
1346,170000.0,Male
1347,100000.0,Female
1348,155000.0,Male
1349,170000.0,Female
1350,195000.0,Male
1351,185000.0,Male
1352,70000.0,Male
1353,190000.0,Male
1354,140000.0,Male
1355,60000.0,Male
1356,190000.0,Male
1357,180000.0,Male
1358,130000.0,Male
1359,170000.0,Male
1360,165000.0,Male
1361,185000.0,Male
1362,130000.0,Male
